"","Name","Line.1","Line.2","Town","County","Postcode"
"324","North Pole restaurant ","131 Greenwich High Road","","London","Greater London","SE10 8JA"
"325","German Doner Kebab","16-18","High Street","Bromley","Greater London","BR1 1EA"
"326","Comamos ","11-12 Suffolk House","George Street","Croydon","Greater London","CR0 1PE"
"327","Wei Dao","103-105","High Street","Croydon","Greater London","CR0 1QG"
"328","Harpers","103 High Street","","West Wickham","Greater London","BR4 0LT"
"329","Lansbury Heritage Hotel","117 Poplar High Street","","London","Greater London","E14 0AE"
"330","Route Haggerston","Unit y, Reliance Wharf","Hertford Road","London","Greater London","N1 5ET"
"331","Tex Ann","178 Kilburn High Road","","London","Greater London","NW6 4JD"
"332","E & C","33 Heygate Street","","London","Greater London","SE17 1AZ"
"333","BA White city ","54 Wood Lane","","London","Greater London","W12 7RQ"
"334","Southall ","187 Bilton Way","","Hayes","Greater London","UB3 3NF"
"335","80 CS","23 Howland Street","","London","Greater London","W1T 4AY"
"336","BA Tottenham ","1 Jarrow Road","","London","Greater London","N17 9PP"
"337","BA Arsenal ","Office 1 Mezzanine Floor Unit 9,The","Skeffington Street","Woolwich","Greater London","SE18 6SR"
"338","BA Euston CSJV","Flat 1st Floor","106 Hampstead Road","London","Greater London","NW1 2LS"
"339","Spice Village Croydon","45 Imperial Way","","Croydon","Greater London","CR0 4RR"
"340","Jack and Beyond","606 Fulham Road","","London","Greater London","SW6 5RP"
"341","Rhythm Kitchen Ltd","257 Hoe Street","","London","Greater London","E17 9PT"
"342","Jerk Joint Ltd","Unit B005, Trident Business Centre","89 Bickersteth Road","London","Greater London","SW17 9SH"
"343","Rangrez ","32 Fulham Palace Road","","London","Greater London","W6 9PH"
"344","Rangrez","79 New Broadway","","London","Greater London","W5 5AL"
"345","Oodles Chinese - Tooting","33 Upper Tooting Road","","London","Greater London","SW17 7TR"
"346","Nightingale on the Green","51 Nightingale Lane","","London","Greater London","E11 2EY"
"347","O12 BAR & GRILL RESTAURANT","108 The Grove","","London","Greater London","E15 1NS"
"348","Ugly Dumpling","Basement and Ground Floor Right","1 Newburgh Street","London","Greater London","W1F 7RB"
"349","Ozone Coffee Roasters - Emma Street","8 Pritchards Road","","London","Greater London","E2 9AP"
"350","Ozone Coffee Roasters - Leonard Street","11 Leonard Street","","London","Greater London","EC2A 4AQ"
"351","The Camberwell Arms","65 Camberwell Church Street","","London","Greater London","SE5 8TR"
"352","TAG Drinks Limited","Basement and Ground Floors","199 Field End Road","Ruislip","Greater London","HA5 1QZ"
"353","Havet Restaurant","195-197","High Street","Bromley","Greater London","BR1 1NN"
"354","Rossella","103 Highgate Road","","London","Greater London","NW5 1TR"
"355","Great British Fish and Chips","Riverside Building, County Hall","Westminster Bridge Road","London","Greater London","SE1 7PB"
"356","Romulo Cafe & Restaurant","343 Kensington High Street","","London","Greater London","W8 6NW"
"357","Sams Chicken Tottenham","843 High Road","","London","Greater London","N17 8EY"
"358","Ace Cafe London Ltd","Ace Corner","North Circular Road","London","Greater London","NW10 7UD"
"359","Fatt Pundit","77 Berwick Street","","London","Greater London","W1F 8TH"
"360","Lamoon ","39 Denmark Hill","","London","Greater London","SE5 8RS"
"361","spitfire cafe ltd","154a","Main Road","Westerham","Greater London","TN16 3BA"
"362","Barley Mow Pub Ltd","8 Dorset Street","","London","Greater London","W1U 6QW"
"363","Fasta Fresh Pasta Bar","82 Fortis Green Road","","London","Greater London","N10 3HN"
"364","FINLAW THIRTY-TWO LIMITED","124 Golders Green Road","","London","Greater London","NW11 8HB"
"365","Le Petit Sud","1d","Palace Gate","London","Greater London","W8 5LS"
"366","The Iskele Restaurant","179-181","Whitecross Street","London","Greater London","EC1Y 8QP"
"367","Tex Ann","259 Station Road","","Harrow","Greater London","HA1 2TB"
"368","BEAR Fitzrovia","213-215","Tottenham Court Road","London","Greater London","W1T 7PS"
"369","Lido Restaurant Ltd","41 Gerrard Street","","London","Greater London","W1D 5QF"
"370","Damascus Lounge One Ltd","119-121","Brick Lane","London","Greater London","E1 6SE"
"371","Shams Limited","26 Chiswick High Road","","London","Greater London","W4 1TE"
"372","The queens head cranford","123 High Street","Cranford","Hounslow","Greater London","TW5 9PB"
"373","POPTATA CROYDON","Unit 72, Boxpark Croydon","99 George Street","Croydon","Greater London","CR0 1LD"
"374","POPTATA TOOTING","Unit 4","20 Totterdown Street","London","Greater London","SW17 8TA"
"375","POPTATA SHOREDITCH","Unit 55, Boxpark Retail Mall 2-10","Bethnal Green Road","London","Greater London","E1 6GY"
"376","Sharods Ltd","3 State Parade High Street","Barkingside","Ilford","Greater London","IG6 2EY"
"377","SUSHI atelier","114 Great Portland Street","","London","Greater London","W1W 6PH"
"378","Cafe Faith","Unit 1, Delta Point","35 Wellesley Road","Croydon","Greater London","CR0 2GU"
"379","Abeno Okonomi-yaki Restaurant","47 Museum Street","","London","Greater London","WC1A 1LY"
"380","Gifto Lahore Karahi","162-164","The Broadway","Southall","Greater London","UB1 1NN"
"381","Shaye's Ltd. Trading as 'Asado Mediterranean Bistro'","146 Clapton Common","","London","Greater London","E5 9AG"
"382","Westbridge Hotel London","335-337","High Street","London","Greater London","E15 2TF"
"383","The Scottish Stores","6-8 Caledonian Road","Islington","London","Greater London","N1 9DU"
"384","Babur Restaurant","119 Brockley Rise","","London","Greater London","SE23 1JP"
"385","Poppies Fish and Chips ","Poppies Fish and Chips","55-59 Old Compton Street","London","Greater London","W1D 6HW"
"386","Mothermash","26 Ganton Street","","London","Greater London","W1F 7QZ"
"387","Cozzo Restaurant","Ground Floor at 177","177-187 Whitecross Street","London","Greater London","EC1Y 8QP"
"388","Preto","72-73","Wilton Road","London","Greater London","SW1V 1DE"
"389","KATHMANDU INN","6-7 Seven Stars Corner","Goldhawk Road","London","Greater London","W12 8ET"
"390","Enter Pl Ltd","167 Greenford Road","","Harrow","Greater London","HA1 3RA"
"391","Made Of Dough PECKHAM","182 Bellenden Road","","London","Greater London","SE15 4BW"
"392","Made Of Dough SHOREDITCH","224 Brick Lane","","London","Greater London","E1 6SA"
"393","Hungry Beast ","87 Kingsland Road","","London","Greater London","E2 8AG"
"394","Myungga Korean restaurant ","Ground Floor","1 Kingly Street","London","Greater London","W1B 5PA"
"395","Dartmouth Arms","35 York Rise","","London","Greater London","NW5 1SP"
"396","Market Cafe","132 Whitecross Street","","London","Greater London","EC1Y 8QJ"
"397","Preto","31-33","Putney High Street","London","Greater London","SW15 1SP"
"398","KFC PUTNEY","38 Putney High Street","","London","Greater London","SW15 1SQ"
"399","KFC THORNTON HEATH","744-746","London Road","Thornton Heath","Greater London","CR7 6JA"
"400","SPICE SHACK","63 Park Royal Road","","London","Greater London","NW10 7JJ"
"401","Good Egg Soho","Unit G9, Kingly Court","Kingly Court","London","Greater London","W1B 5PW"
"402","Triple D Limited t/a KFC","242-244","Lavender Hill","London","Greater London","SW11 1LJ"
"403","Triple D Limited t/a KFC","149-151","Praed Street","London","Greater London","W2 1RL"
"404","The Great Thai restaurant","14 Riding House Street","","London","Greater London","W1W 7HR"
"405","Long & Short Coffee","5, Crate Building","35 St. James Street","London","Greater London","E17 7FY"
"406","LE POT DE TERRE ","34 High Street","","London","Greater London","N8 7NX"
"407","Vardo","9 Duke of York Square","","London","Greater London","SW3 4LY"
"408","Caravan Fitzrovia","152-156","Great Portland Street","London","Greater London","W1W 6AJ"
"409","Mr Singhs Pizza","431 Great West Road","","Hounslow","Greater London","TW5 0BY"
"410","Good Egg Stoke Newington","93 Stoke Newington Church Street","Hackney","London","Greater London","N16 0AS"
"411","Preto","117 Queensway","","London","Greater London","W2 4SJ"
"412","New York Gourmet ","3 Harewood Row","","London","Greater London","NW1 6SE"
"413","TIN TIFFIN LTD","Basement and Ground","69 Compton Street","London","Greater London","EC1V 0BN"
"414","Caravan Kings Cross","Unit 2, Granary Building","1 Granary Square","London","Greater London","N1C 4AA"
"415","Arabica Coffee House","2 Chatsworth Parade","Petts Wood","Orpington","Greater London","BR5 1DF"
"416","Naval and Military Club","4 St. James's Square","","London","Greater London","SW1Y 4JU"
"417","Wheelwrights Arms","60 Clarence Street","","Kingston upon Thames","Greater London","KT1 1NP"
"418","THE CONNOISSEUR RESTAURANT","37 -39 High Street","HARROW ON THE HILL ","Harrow","Greater London","HA1 3HT"
"419","Caravan Exmouth Market","11-13","Exmouth Market","London","Greater London","EC1R 4QD"
"420","Sanctum Soho Hotel","20 Warwick Street","","London","Greater London","W1B 5NF"
"421","Preto","15 Silver Street","","Enfield","Greater London","EN1 3EF"
"422","GAUCHO Sloane","87-89 Sloane Avenue","","London","Greater London","SW3 3DX"
"423","GAUCHO Chancery","125 Chancery Lane","","London","Greater London","WC2A 1PU"
"424","Gaucho Canary","29 Westferry Circus","","London","Greater London","E14 8RR"
"425","GAUCHO Towerbridge","2 More London Riverside","","London","Greater London","SE1 2AP"
"426","GAUCHO Smithfield","93 Charterhouse Street","","London","Greater London","EC1M 6HL"
"427","GAUCHO Hampstead","64 Heath Street","","London","Greater London","NW3 1DN"
"428","Gaucho O2","Peninsula Square","","London","Greater London","SE10 0DX"
"429","GAUCHO Charlotte","60a","Charlotte Street","London","Greater London","W1T 2NU"
"430","PARTYMAN WORLD WEMBLEY LTD","The Partyman World","Watford Road","Wembley","Greater London","HA0 3HG"
"431","OldTownhall Restaurants LTD","8 Patriot Square","","London","Greater London","E2 9NF"
"432","Ruby's Soho","56-58","Wardour Street","London","Greater London","W1D 4JG"
"433","BEHESHT RESTAURANT","1082-1086","Harrow Road","London","Greater London","NW10 5NL"
"434","Tap Tavern Richmond","Princes Street","","Richmond","Greater London","TW9 1ED"
"435","VIET VIAND","305 Broadway","","Bexleyheath","Greater London","DA6 8DT"
"436","Caravan Bankside","Basement and Ground Floor,Great Gui","30 Great Guildford Street","London","Greater London","SE1 0HS"
"437","MARIAGE FRERES ROYAUME UNI LIMITED","38 King Street","","London","Greater London","WC2E 8JS"
"438","ECO","162 Clapham High Street","","London","Greater London","SW4 7UG"
"439","Punjab Covent Garden ","80 Neal Street","","London","Greater London","WC2H 9PA"
"440","YAMI RESTAURANT","69 High Street","","New Malden","Greater London","KT3 4BT"
"441","Fortune Inn","44 Steynton Avenue","","Bexley","Greater London","DA5 3HG"
"442","the Cross Keys","57 Black Lion Lane","","London","Greater London","W6 9BG"
"443","The Curious Fodist","Apartment 1306","3 Tidal Basin Road","London","Greater London","E16 1UX"
"444","The Curious Foodist","Flat 701, Navigation Court","1 Gallions Road","London","Greater London","E16 2QL"
"445","Ruyi ","18 Gerrard Street","","London","Greater London","W1D 6JF"
"446","inamo Camden","265 Hampstead Road","","London","Greater London","NW1 7QX"
"447","inamo Covent Garden","11-14 Hanover Place","","London","Greater London","WC2E 9JP"
"448","Morellis","20a","The Market the Piazza","London","Greater London","WC2E 8RB"
"449","The Nest Restaurant Ltd","104-106","Windermere Avenue","Wembley","Greater London","HA9 8RB"
"450","Red Cup Cafe","33 Station Road","North Harrow","Harrow","Greater London","HA2 7SU"
"451","SIMORGH RESTAURANT LIMITED","118 Ballards Lane","","London","Greater London","N3 2DN"
"452","Cacciari's","Restaurant","82 Pembroke Road","London","Greater London","W8 6NX"
"453","Drums & Flats","Unit 16, Boxpark Wembley","18 Olympic Way","Wembley","Greater London","HA9 0JT"
"454","Murugan Idli Shop Ltd","315 High Street North","","London","Greater London","E12 6SL"
"455","Hisar meze bar","251 High Street","","Beckenham","Greater London","BR3 1BN"
"456","The Tea Terrace Restaurant and Tea Room - London Victoria Branch","101 Victoria Street","","London","Greater London","SW1E 6QT"
"457","The Lounge Cafe","Welford Centre","113 Chalkhill Road","Wembley","Greater London","HA9 9FX"
"458","MEZCAL","127 Kingsland High Street","","London","Greater London","E8 2PB"
"459","TOP CAFE","8 Godstone Road","","Kenley","Greater London","CR8 5JE"
"460","The Abbeville","67-69","Abbeville Road","London","Greater London","SW4 9JW"
"461","Yamal Alsham Restaurant","5 The Boulevard","","London","Greater London","SW6 2UB"
"462","The Silver Anchor Ltd","412 Kennington Road","","London","Greater London","SE11 4PT"
"463","COFFEE IS COFFEE LTD","105 Holloway Road","","London","Greater London","N7 8LT"
"464","Seafresh","80-81","Wilton Road","London","Greater London","SW1V 1DL"
"465","The flying egg cafe","300 High Street","Harlington","Hayes","Greater London","UB3 5DU"
"466","chennai spice limited","217 Hertford Road","","Edmonton","Greater London","N9 7ER"
"467","Metropolitan Police Hayes Sports Club Ltd","The Warren","Croydon Road","Bromley","Greater London","BR2 7AL"
"468","Delhi Live","40 Victoria Road","","Romford","Greater London","RM1 2JH"
"469","NIRASU RESTAURANTS LTD","33 Woodford Avenue","","Ilford","Greater London","IG2 6UF"
"470","Sushi Moka","Basement to First Floor,Westar Hous","139-151 Marylebone Road","London","Greater London","NW1 5QE"
"471","Leila Moroccan & Lebanese Cuisine","5 Grosvenor Parade Uxbridge Road","","London","Greater London","W5 3NN"
"472","Pix Pintxos","Basement and Ground Floor","24 Ganton Street","London","Greater London","W1F 7QY"
"473","Pix Pintxos","16 Bateman Street","","London","Greater London","W1D 3AH"
"474","Pix Pintxos","63 Neal Street","","London","Greater London","WC2H 9PJ"
"475","Randall & Aubin","16 Brewer Street","","London","Greater London","W1F 0SQ"
"476","DOSA EXPRESS","547 High Road","","Wembley","Greater London","HA0 2DJ"
"477","Spice Magic","122 Northfield Avenue","","London","Greater London","W13 9RT"
"478","ABSHAR RESTAURANT","65-67 South End","","Croydon","Greater London","CR0 1BF"
"479","JOY KITCHEN","318 High Street","","Orpington","Greater London","BR6 0NG"
"480","Fallow Restaurant","10 Heddon Street","","London","Greater London","W1B 4BX"
"481","Chamomile Cafe","45 Englands Lane","","London","Greater London","NW3 4YD"
"482","KFC","137-141","High Street North","London","Greater London","E6 1HZ"
"483","KFC","Unit 6 Merrielands Retail Park","Merrielands Crescent","Dagenham","Greater London","RM9 6SJ"
"484","KFC","1-2","Albert Crescent","London","Greater London","E4 6SH"
"485","KFC","206 High Street","","West Wickham","Greater London","BR4 0LZ"
"486","YAMIRO KOREAN RESTAURANT","283 Putney Bridge Road","","London","Greater London","SW15 2PT"
"487","Bohemia House","74 West End Lane","","London","Greater London","NW6 2LX"
"488","Lady Marmalade Cafe","30 High Road","Cowley","Uxbridge","Greater London","UB8 2HL"
"489","Miel Bakery","57 Warren Street","","London","Greater London","W1T 5NR"
"490","SE Twenty","85-87","Elmers End Road","Beckenham","Greater London","BR3 4SY"
"491","TOMMY TUCKER PUB","22 Waterford Road","","London","Greater London","SW6 2DR"
"492","ZZETTA ","110A Barking Road","Canning Town","London","Greater London","E16 1EN"
"493","KFC Collier Row","17 Collier Row Road","","Romford","Greater London","RM5 3NP"
"494","KFC Barkingside","155-157 High Street","Barkingside","Ilford","Greater London","IG6 2AJ"
"495","Koi sushi garden","156 The Grove","","London","Greater London","E15 1NS"
"496","Holy Shot Coffee","155 Bethnal Green Road","","London","Greater London","E2 7DG"
"497","Anokhi Indian fine dine ","757 Green Lanes","","London","Greater London","N21 3SA"
"498","Grillax","11 Church Hill Road","East Barnet","Barnet","Greater London","EN4 8SY"
"499","Oatopia","Unit 71, Boxpark Croydon","99 George Street","Croydon","Greater London","CR0 1LD"
